Car ID,Date,Company,Model,Engine,Transmission,Body Style,Color,Price
9308,12/5/2022,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,12000
9309,12/5/2022,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,19100
9310,12/5/2022,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Hardtop,Red,15000
9311,12/5/2022,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19000
9312,12/5/2022,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,19000
9313,12/5/2022,Mitsubishi,Montero,Overhead Camshaft,Manual,SUV,Black,16000
9314,12/5/2022,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,25000
9315,12/5/2022,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,SUV,Black,21500
9316,12/6/2022,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,21000
9317,12/6/2022,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,9000
9318,12/6/2022,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,25000
9319,12/6/2022,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,26000
9320,12/6/2022,Audi,A6,DoubleÂ Overhead Camshaft,Auto,SUV,Black,14000
9321,12/6/2022,BMW,528i,Overhead Camshaft,Manual,SUV,Black,21001
9322,12/6/2022,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,45001
9323,12/6/2022,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,41001
9324,12/6/2022,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,SUV,Red,22501
9325,12/6/2022,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,15001
9326,12/6/2022,Lexus,LS400,Overhead Camshaft,Manual,Sedan,Black,69001
9327,12/6/2022,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,60001
9328,12/6/2022,Ford,Escort,Overhead Camshaft,Manual,Passenger,Black,11001
9329,12/6/2022,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,39501
9330,12/6/2022,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,42000
9331,12/6/2022,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,38000
9332,12/6/2022,Cadillac,Eldorado,Overhead Camshaft,Manual,Passenger,Black,85000
9333,12/6/2022,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,60000
9334,12/6/2022,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,16000
9335,12/6/2022,Lexus,LS400,Overhead Camshaft,Manual,Sedan,Black,69000
9336,12/6/2022,Dodge,Ram Wagon,Overhead Camshaft,Manual,Passenger,Pale White,16000
9337,12/6/2022,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,31200
9338,12/6/2022,Cadillac,Escalade,Overhead Camshaft,Manual,Sedan,Black,34000
9339,12/6/2022,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Sedan,Red,14000
9340,12/6/2022,Mercedes-B,CL500,Overhead Camshaft,Manual,SUV,Black,22001
9341,12/6/2022,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,38001
9342,12/6/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26001
9343,12/6/2022,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,29001
9344,12/6/2022,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,31001
9345,12/6/2022,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26001
9346,12/6/2022,Chrysler,Concorde,Overhead Camshaft,Manual,Hardtop,Pale White,28001
9347,12/6/2022,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,23001
9348,12/6/2022,Toyota,Tacoma,Overhead Camshaft,Manual,Hardtop,Pale White,24001
9349,12/6/2022,Saturn,LW,Overhead Camshaft,Manual,Hatchback,Pale White,13001
9350,12/6/2022,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,SUV,Black,24001
9351,12/6/2022,Mitsubishi,3000GT,Overhead Camshaft,Manual,Sedan,Red,24001
9352,12/6/2022,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,21501
9353,12/6/2022,Dodge,Durango,Overhead Camshaft,Manual,SUV,Black,22201
9354,12/6/2022,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,31501
9355,12/6/2022,BMW,528i,Overhead Camshaft,Manual,SUV,Red,29001
9356,12/6/2022,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,41001
9357,12/6/2022,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,26001
9358,12/6/2022,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,9001
9359,12/6/2022,Hyundai,Sonata,Overhead Camshaft,Manual,SUV,Black,20001
9360,12/6/2022,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Hardtop,Red,17001
9361,12/6/2022,Lincoln,Continental,Overhead Camshaft,Manual,Passenger,Black,18001
9362,12/6/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,53001
9363,12/6/2022,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20001
9364,12/6/2022,Cadillac,Eldorado,Overhead Camshaft,Manual,Passenger,Red,37000
9365,12/6/2022,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,22000
9366,12/6/2022,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,75000
9367,12/6/2022,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,49500
9368,12/6/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Red,25000
9369,12/6/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,39500
9370,12/6/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26000
9371,12/6/2022,Toyota,RAV4,Overhead Camshaft,Manual,Hatchback,Black,85000
9372,12/6/2022,Mercedes-B,SLK,Overhead Camshaft,Manual,Passenger,Black,26000
9373,12/6/2022,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Hardtop,Red,35000
9374,12/6/2022,Volvo,C70,Overhead Camshaft,Manual,Hatchback,Black,17000
9375,12/6/2022,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Hardtop,Red,22000
9376,12/6/2022,Audi,A6,DoubleÂ Overhead Camshaft,Auto,SUV,Black,14400
9377,12/6/2022,Mitsubishi,Diamante,Overhead Camshaft,Manual,Hatchback,Black,49000
9378,12/6/2022,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,27000
9379,12/6/2022,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,16000
9380,12/6/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,45000
9381,12/6/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Pale White,26000
9382,12/6/2022,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,9000
9383,12/6/2022,Oldsmobile,Aurora,Overhead Camshaft,Manual,Passenger,Red,34000
9384,12/6/2022,Mitsubishi,Diamante,Overhead Camshaft,Manual,Hatchback,Red,19001
9385,12/6/2022,Volkswagen,GTI,Overhead Camshaft,Manual,SUV,Black,25001
9386,12/6/2022,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,25001
9387,12/6/2022,Audi,A6,Overhead Camshaft,Manual,SUV,Pale White,14001
9388,12/6/2022,Dodge,Caravan,Overhead Camshaft,Manual,SUV,Red,24000
9389,12/6/2022,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Passenger,Red,15001
9390,12/6/2022,Mercedes-B,SLK230,Overhead Camshaft,Manual,Hatchback,Red,71001
9391,12/6/2022,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,17001
9392,12/6/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,SUV,Black,19001
9393,12/6/2022,Dodge,Neon,Overhead Camshaft,Manual,SUV,Red,19000
9394,12/6/2022,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,SUV,Red,45000
9395,12/6/2022,Toyota,Tacoma,Overhead Camshaft,Manual,SUV,Pale White,24000
9396,12/6/2022,Chevrolet,Metro,Overhead Camshaft,Manual,Passenger,Pale White,13000
9397,12/6/2022,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,16000
9398,12/6/2022,Volkswagen,Jetta,Overhead Camshaft,Manual,Passenger,Red,24000
9399,12/6/2022,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,22000
9400,12/6/2022,Chevrolet,Cavalier,Overhead Camshaft,Manual,SUV,Pale White,20000
9401,12/6/2022,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,18000
9402,12/6/2022,Audi,A6,Overhead Camshaft,Manual,SUV,Black,15000
9403,12/6/2022,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Sedan,Black,12000
9404,12/6/2022,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,28000
9405,12/6/2022,Jeep,Wrangler,Overhead Camshaft,Manual,Hatchback,Red,13000
9406,12/6/2022,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,16600
9407,12/6/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22000
9408,12/6/2022,Jeep,Grand Cherokee,Overhead Camshaft,Manual,SUV,Black,19000
9409,12/6/2022,Toyota,Camry,Overhead Camshaft,Manual,Hatchback,Black,29500
9410,12/6/2022,Volvo,S80,Overhead Camshaft,Manual,Sedan,Red,25001
9411,12/6/2022,Lexus,LS400,Overhead Camshaft,Manual,Sedan,Pale White,54001
9412,12/6/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,Hardtop,Pale White,20200
9413,12/6/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,53000
9414,12/6/2022,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,12000
9415,12/6/2022,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Sedan,Pale White,41500
9416,12/6/2022,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,31000
9417,12/6/2022,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20000
9418,12/6/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,18000
9419,12/6/2022,Buick,LeSabre,Overhead Camshaft,Manual,Sedan,Black,20000
9420,12/6/2022,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,SUV,Red,25000
9421,12/6/2022,Chevrolet,Prizm,Overhead Camshaft,Manual,Hardtop,Pale White,21000
9422,12/6/2022,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,26500
9423,12/6/2022,Buick,Park Avenue,Overhead Camshaft,Manual,Hatchback,Pale White,23000
9424,12/6/2022,Volkswagen,GTI,Overhead Camshaft,Manual,SUV,Pale White,28800
9425,12/6/2022,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,26500
9426,12/6/2022,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,18000
9427,12/6/2022,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Hatchback,Red,16000
9428,12/6/2022,Jaguar,S-Type,Overhead Camshaft,Manual,Passenger,Red,21000
9429,12/6/2022,Nissan,Quest,Overhead Camshaft,Manual,SUV,Black,38000
9430,12/6/2022,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,49000
9431,12/6/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,16000
9432,12/6/2022,Audi,A4,Overhead Camshaft,Manual,Hardtop,Pale White,12000
9433,12/6/2022,Volkswagen,GTI,Overhead Camshaft,Manual,SUV,Black,25000
9434,12/6/2022,Lexus,LX470,Overhead Camshaft,Manual,SUV,Pale White,54000
9435,12/6/2022,Ford,Taurus,Overhead Camshaft,Manual,SUV,Black,43000
9436,12/7/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Pale White,22000
9437,12/7/2022,Audi,A8,Overhead Camshaft,Manual,Passenger,Pale White,13000
9438,12/7/2022,Cadillac,Eldorado,Overhead Camshaft,Manual,Passenger,Pale White,37000
9439,12/7/2022,Cadillac,Seville,Overhead Camshaft,Manual,Hatchback,Pale White,17000
9440,12/7/2022,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,25000
9441,12/7/2022,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Hatchback,Pale White,26000
9442,12/7/2022,Acura,RL,Overhead Camshaft,Manual,SUV,Pale White,17000
9443,12/7/2022,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22500
9444,12/7/2022,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,28000
9445,12/7/2022,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,31001
9446,12/7/2022,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,27001
9447,12/7/2022,Chevrolet,Lumina,Overhead Camshaft,Manual,Passenger,Pale White,26001
9448,12/7/2022,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,22001
9449,12/7/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Pale White,34201
9450,12/7/2022,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,41001
9451,12/7/2022,Ford,Windstar,Overhead Camshaft,Manual,Sedan,Pale White,17501
9452,12/7/2022,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,19501
9453,12/7/2022,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,46001
9454,12/7/2022,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,15001
9455,12/7/2022,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,15000
9456,12/7/2022,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,31001
9457,12/7/2022,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,27000
9458,12/7/2022,Chevrolet,Prizm,Overhead Camshaft,Manual,Hardtop,Black,16000
9459,12/7/2022,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,41000
9460,12/7/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Black,18000
9461,12/7/2022,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,22000
9462,12/7/2022,Lincoln,Continental,Overhead Camshaft,Manual,Passenger,Pale White,82000
9463,12/7/2022,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,24001
9464,12/7/2022,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,22501
9465,12/7/2022,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,22001
9466,12/7/2022,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,33001
9467,12/7/2022,Dodge,Viper,Overhead Camshaft,Manual,SUV,Black,26001
9468,12/7/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,38501
9469,12/7/2022,Mitsubishi,Montero,Overhead Camshaft,Manual,SUV,Black,16001
9470,12/7/2022,Chevrolet,Prizm,Overhead Camshaft,Manual,SUV,Black,16000
9471,12/7/2022,Nissan,Quest,Overhead Camshaft,Manual,SUV,Black,38000
9472,12/7/2022,BMW,528i,Overhead Camshaft,Manual,SUV,Pale White,25000
9473,12/7/2022,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,31000
9474,12/7/2022,Jeep,Wrangler,Overhead Camshaft,Manual,Hatchback,Pale White,13000
9475,12/7/2022,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20000
9476,12/7/2022,Chevrolet,Lumina,Overhead Camshaft,Manual,Passenger,Pale White,12000
9477,12/7/2022,Saab,5-Sep,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,41000
9478,12/7/2022,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,18000
9479,12/7/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,39000
9480,12/7/2022,Audi,A8,Overhead Camshaft,Manual,Passenger,Pale White,13500
9481,12/8/2022,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,75700
9482,12/8/2022,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,17000
9483,12/8/2022,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,46000
9484,12/8/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,Hatchback,Pale White,20000
9485,12/8/2022,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Hatchback,Black,16000
9486,12/8/2022,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,18000
9487,12/8/2022,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,45001
9488,12/8/2022,Mitsubishi,3000GT,Overhead Camshaft,Manual,Sedan,Pale White,20001
9489,12/8/2022,Toyota,Sienna,Overhead Camshaft,Manual,Passenger,Pale White,19001
9490,12/8/2022,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,19701
9491,12/8/2022,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Hardtop,Pale White,26001
9492,12/8/2022,Mercury,Villager,Overhead Camshaft,Manual,Passenger,Pale White,16001
9493,12/8/2022,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,26000
9494,12/8/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22000
9495,12/8/2022,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,26000
9496,12/8/2022,Hyundai,Sonata,Overhead Camshaft,Manual,SUV,Black,15000
9497,12/8/2022,Buick,Park Avenue,Overhead Camshaft,Manual,Hatchback,Pale White,45000
9498,12/8/2022,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,39000
9499,12/8/2022,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,28201
9500,12/8/2022,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,12001
9501,12/8/2022,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,21701
9502,12/8/2022,Audi,A6,DoubleÂ Overhead Camshaft,Auto,SUV,Black,27000
9503,12/8/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,39000
9504,12/8/2022,Honda,Accord,Overhead Camshaft,Manual,Sedan,Pale White,14000
9505,12/8/2022,Jaguar,S-Type,Overhead Camshaft,Manual,Passenger,Pale White,21000
9506,12/8/2022,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,46000
9507,12/8/2022,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,25000
9508,12/8/2022,Porsche,Boxter,Overhead Camshaft,Manual,SUV,Pale White,24500
9509,12/8/2022,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,27000
9510,12/8/2022,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,15000
9511,12/9/2022,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,22100
9512,12/9/2022,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,57001
9513,12/9/2022,Ford,Expedition,Overhead Camshaft,Manual,SUV,Pale White,14000
9514,12/9/2022,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,18000
9515,12/9/2022,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,25000
9516,12/10/2022,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,31000
9517,12/10/2022,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,19000
9518,12/10/2022,Chrysler,LHS,Overhead Camshaft,Manual,Hatchback,Pale White,41000
9519,12/10/2022,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,29000
9520,12/10/2022,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,20800
9521,12/10/2022,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,22001
9522,12/10/2022,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,31001
9523,12/10/2022,Dodge,Intrepid,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,31001
9524,12/10/2022,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,61001
9525,12/10/2022,Dodge,Viper,Overhead Camshaft,Manual,SUV,Black,26001
9526,12/10/2022,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,18501
9527,12/10/2022,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,19001
9528,12/10/2022,Nissan,Maxima,Overhead Camshaft,Manual,Sedan,Pale White,22001
9529,12/10/2022,Chrysler,Concorde,Overhead Camshaft,Manual,Hatchback,Pale White,28001
9530,12/10/2022,Chevrolet,Prizm,Overhead Camshaft,Manual,Hatchback,Pale White,22001
9531,12/10/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,16001
9532,12/10/2022,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,49001
9533,12/10/2022,Dodge,Ram Pickup,Overhead Camshaft,Manual,Hatchback,Black,19000
9534,12/10/2022,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,31100
9535,12/10/2022,Saturn,LW,Overhead Camshaft,Manual,Hatchback,Pale White,49000
9536,12/10/2022,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,SUV,Black,16001
9537,12/10/2022,Hyundai,Sonata,Overhead Camshaft,Manual,SUV,Black,20001
9538,12/10/2022,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Passenger,Pale White,24001
9539,12/10/2022,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,16001
9540,12/10/2022,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,27001
9541,12/10/2022,Mitsubishi,3000GT,Overhead Camshaft,Manual,Sedan,Pale White,20001
9542,12/10/2022,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,SUV,Black,22001
9543,12/10/2022,BMW,528i,DoubleÂ Overhead Camshaft,Auto,SUV,Black,31501
9544,12/10/2022,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,42001
9545,12/10/2022,Audi,A6,Overhead Camshaft,Manual,SUV,Pale White,24001
9546,12/10/2022,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,22001
9547,12/10/2022,Cadillac,Eldorado,Overhead Camshaft,Manual,Passenger,Pale White,37001
9548,12/10/2022,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Passenger,Black,22001
9549,12/10/2022,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Hardtop,Pale White,26001
9550,12/10/2022,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,49001
9551,12/10/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Pale White,25501
9552,12/10/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,39001
9553,12/10/2022,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,SUV,Black,26001
9554,12/10/2022,Toyota,RAV4,Overhead Camshaft,Manual,Hatchback,Black,85001
9555,12/10/2022,Mercedes-B,SLK,Overhead Camshaft,Manual,Passenger,Black,26001
9556,12/10/2022,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Sedan,Pale White,19000
9557,12/10/2022,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,32000
9558,12/10/2022,Honda,Passport,Overhead Camshaft,Manual,Hardtop,Pale White,27000
9559,12/10/2022,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,18000
9560,12/10/2022,Volkswagen,Beetle,Overhead Camshaft,Manual,Hardtop,Pale White,21000
9561,12/10/2022,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,SUV,Black,19500
9562,12/10/2022,Lincoln,Continental,Overhead Camshaft,Manual,Passenger,Black,42000
9563,12/10/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,21001
9564,12/10/2022,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Hardtop,Black,33500
9565,12/10/2022,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Hardtop,Pale White,53000
9566,12/10/2022,Hyundai,Sonata,Overhead Camshaft,Manual,SUV,Black,15000
9567,12/10/2022,Mitsubishi,3000GT,Overhead Camshaft,Manual,Sedan,Pale White,24900
9568,12/10/2022,Volvo,S70,Overhead Camshaft,Manual,Hardtop,Pale White,21200
9569,12/10/2022,Chrysler,Concorde,Overhead Camshaft,Manual,Hardtop,Black,18000
9570,12/10/2022,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Hatchback,Black,18500
9571,12/10/2022,Honda,Civic,Overhead Camshaft,Manual,Hatchback,Pale White,45000
9572,12/10/2022,Jeep,Grand Cherokee,Overhead Camshaft,Manual,SUV,Pale White,15200
9573,12/10/2022,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,SUV,Pale White,19000
9574,12/10/2022,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Hatchback,Pale White,12000
9575,12/10/2022,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Sedan,Pale White,19000
9576,12/10/2022,Mercedes-B,SL-Class,Overhead Camshaft,Manual,SUV,Pale White,17501
9577,12/10/2022,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Sedan,Black,26000
9578,12/10/2022,Mercury,Sable,Overhead Camshaft,Manual,Sedan,Pale White,61000
9579,12/10/2022,Lexus,LX470,Overhead Camshaft,Manual,SUV,Pale White,54000
9580,12/10/2022,Chevrolet,Cavalier,Overhead Camshaft,Manual,SUV,Pale White,20500
9581,12/10/2022,Toyota,Tacoma,Overhead Camshaft,Manual,SUV,Pale White,82750
